,english_name,french_name,spanish_name,Country,ISO639-3_codes,endangerment_degree,alternate_names,name_in_the_language,number_of_speakers,Latitude,Longitude,location_description,GDP_per_capita_US_dollars,expenditure_on_research_and_development_GDP_percentage,co2_emissions_percapita_metric_tons,tourist_arrivals_thousands,threatened_species_total_number,expenditure_on_secondary_education,population_mid_year_estimates_millions,international_migrants_number,land_area_thousand_hectars,internet_usage_percentage_of_people,expenditure_on_education_percentage_GDP,expenditure_on_health_percentage_of_GDP,continent,family,language_vitality_level,country_vitality_level,Continent
1888,Erokwanas,erokwanas,erokwanas,Indonesia,erw,Vulnerable,NA,NA,200,-2.8113,132.6708,Irian Jaya,3122,0.1,1.6,7003,1142,8179,241.83,307487,181157,10.9,2.8,3,Papunesia,Austronesian,5,3.577181208,Asia
1889,Gowro,gowro,gowro,Pakistan,gwf,Severely endangered,"Gabaro, Gabar Khel",NA,200,35.0254,72.9341,"Indus Kohistan on the eastern bank, Kolai area, Mahrin village, Kohistan district",973,0.4,0.7,907,109,4154,179.42,3943681,77088,8,2.3,2.6,Eurasia,Indo-European,3,4.037037037,Asia
1890,Hayu,hayu,hayu,Nepal,vay,Critically endangered,"हायु; वायु; Vayu, Wayu; Wayo",NA,200,27.2912,86.0696,Sindhulī and Kābhrepālañcok districts,603,0.3,0.2,603,93,1090,27.01,581889,14335,7.9,3.8,5,NA,NA,2,3.85915493,Asia
1891,Hidatsa,hidatsa,hidatsa,United States of America,hid,Definitely endangered,Gros Ventre,NA,200,47.7321,-102.6758,"Hidatsa, at Mandaree, is  one of the Three Affiliated Tribes, sharing Fort Berthold Reservation in North Dakota with Mandan and the Arikara.",48516,2.7,17.3,60010,1152,11868,309.01,44183643,914742,71.7,5,16.3,North America,Siouan,4,2.40969163,Unspecified
1892,Ingrian,ingrien,ingriano,Russian Federation,izh,Severely endangered,NA,NA,200,59.7397,28.7017,"three small areas on the southern shore of the Gulf of Finland in St. Petersburg (Leningrad) Province in the Russian Federation: the cape of Kovashi (Hevaa) in Lomonosov County, the cape of Soykin (Soikkola) in Kingisepp County, and the cape of Kurkola in the lower Luga River area in the same county; a fourth area was formerly found along the Oredezh River in Gatchina County",10732,1.1,10.7,22281,126,3210,143.48,11194710,1637687,43,4.1,5,Eurasia,Uralic,3,3.135135135,Europe
1893,Iwaidja,iwaidja,iwaidya,Australia,ibd,Vulnerable,"Iwaydja, Iwaidji, Ibadjo, Eiwaja, Jiwadja, Limba, Karadjee",NA,200,-11.4592,132.55,NA,58654,2.4,17.4,5790,853,1301,22.15,5882980,768230,76,5.6,8.4,Australia,Iwaidjan Proper,5,2.935185185,Oceania
1894,Kadai,kadai,kadai,Indonesia,kzd,Definitely endangered,NA,NA,200,-1.7465,125.2606,Maluku,3122,0.1,1.6,7003,1142,8179,241.83,307487,181157,10.9,2.8,3,Papunesia,Austronesian,4,3.577181208,Asia
1895,Kao,kao,kao,Indonesia,kax,Definitely endangered,NA,NA,200,1.1479,127.8204,Maluku,3122,0.1,1.6,7003,1142,8179,241.83,307487,181157,10.9,2.8,3,Papunesia,North Halmahera,4,3.577181208,Asia
1896,Karo,karo,karo,Ethiopia,kxh,Critically endangered,NA,NA,200,5.2003,36.0681,NA,300,0.2,0.1,468,120,597,87.64,568748,112925,0.8,4.5,5.5,South America,Tupian,2,3.321428571,Africa
1897,Kelo,kelo,kelo,Sudan,xel,Critically endangered,"Tornasi, Kelo-Beni Sheko, Ndu-Faa-Keelo",NA,200,9.4463,34.0219,NA,1584,0.3,0.3,495,112,754,34.55,618709,184923,16.7,2.2,5.1,Africa,Eastern Jebel,2,3.030769231,Africa
1898,Kokota,kokota,kokota,Solomon Islands,kkk,Vulnerable,NA,NA,200,-8.0347,159.1781,Santa Isabel,1363,NA,NA,21,220,14,0.53,2760,2799,5,9.9,10.3,Papunesia,Austronesian,5,2.944444444,Oceania
1899,Koneraw,koneraw,koneraw,Indonesia,kdw,Vulnerable,NA,NA,200,-8.3854,137.9415,Irian Jaya,3122,0.1,1.6,7003,1142,8179,241.83,307487,181157,10.9,2.8,3,Papunesia,Mombum-Koneraw,5,3.577181208,Asia
1900,Koroshi,koroshi,korochí,Iran (Islamic Republic of),ktl,Critically endangered,NA,NA,200,29.8978,52.6574,Fars Province,6658,0.3,6.8,2938,102,4025,73.76,2722397,162876,15.9,3.7,6.8,Eurasia,Indo-European,2,3.6,Unspecified
1901,Magori,magori,magori,Papua New Guinea,zgr,Vulnerable,NA,NA,200,-10.2554,149.2108,"Eastern end of Table Bay, lower Bailebo-Tavenei River, eastern part of Central Province",1949,0,NA,140,453,136,7.31,30425,45286,1.3,1.9,2.1,Papunesia,Austronesian,5,3.214285714,Oceania
1902,Maung,maung,maungo,Australia,mph,Vulnerable,"Gunmarung, Mawung, Gun-Marung.",NA,200,-11.913,133.7255,NA,58654,2.4,17.4,5790,853,1301,22.15,5882980,768230,76,5.6,8.4,NA,NA,5,2.935185185,Oceania
1903,Mehináku,mehináku,mehinakú,Brazil,mmh,Vulnerable,"Mehinako, Meinako, Meinaco",NA,200,-12.5423,-53.2403,"Terra Indígena do Xingu, Alto Xingu, Estado de Mato Grosso",11286,1.2,1.9,5161,773,9284,195.71,592640,835814,40.7,5.6,7.9,South America,Arawakan,5,3.747368421,South America
1904,Moghol,moghol,mogol,Afghanistan,mhj,Critically endangered,Mogol; Mogholi; Mogoli,NA,200,34.3569,61.5875,"Herat Province; according to the Ethnologue, the villages of Kundur and Karez-i-Mulla",504,NA,NA,NA,34,567,29.19,102276,65286,4,3.5,8.6,NA,NA,2,3.695652174,Asia
1905,Ningalami,ningalami,ningalamí,Afghanistan,nli,Severely endangered,Nangalami; Grangali (dialect),NA,200,35.2355,71.51,Pech valley in Afghanistan,504,NA,NA,NA,34,567,29.19,102276,65286,4,3.5,8.6,Eurasia,Indo-European,3,3.695652174,Asia
1906,Northern Alta,alta du nord,alta septentrional,Philippines,aqn,Severely endangered,NA,NA,200,15.7162,121.4085,NA,2124,0.1,0.8,3520,697,1462,93.97,208599,29817,25,2.5,4.3,Papunesia,Austronesian,3,2.8,Asia
1907,Numbani,numbani,siboma,Papua New Guinea,sij,Vulnerable,Siboma,NA,200,-7.5177,147.2991,"Spoken in one village (Sipoma?), east of Lae town, southern coast of Huon Peninsula Morobe Province",1949,0,NA,140,453,136,7.31,30425,45286,1.3,1.9,2.1,NA,NA,5,3.214285714,Oceania
1908,Nung Ven,nung ven,nun,Viet Nam,NA,Vulnerable,Ainh,NA,200,23.15,105.2166,NA,1318,0.2,1.4,5050,424,NA,87.97,61756,31007,30.7,5.1,6,NA,NA,5,3.821428571,Unspecified
1909,Ongamo,ongamo,ngasa,Kenya,nsg,Critically endangered,Nagza,NA,200,-2.932,37.4853,"Along the Tanzanian-Kenyan border, next to the Kilimanjaro.",952,0.8,0.3,1470,338,1523,42.03,954925,56914,7.2,5.5,6.1,NA,NA,2,2.384615385,Africa
1910,Orejón,orejón,orejón,Peru,ore,Severely endangered,"Coto, Maijuna",NA,200,-2.7674,-72.9492,"Departamento de  Loreto, río Yanayaco, Sucusari, Algodón; también en riveras de Putumayo.",5082,0.2,1.4,2299,551,896,29.03,104706,128000,34.8,2.9,4.7,NA,NA,3,3.209677419,South America
1911,Pacific Gulf Yupik,yupik du golfe du Pacifique,yupí del Pacífico,United States of America,ems,Severely endangered,"Sugpiaq, Alutiiq, Aleut, Sugcestun, Koniag-Chugach,",NA,200,58.1938,-155.6542,NA,48516,2.7,17.3,60010,1152,11868,309.01,44183643,914742,71.7,5,16.3,North America,Eskimo-Aleut,3,2.40969163,Unspecified
1912,Pipil,pipil,pipil,El Salvador,ppl,Critically endangered,Náhuat,NA,200,13.722,-89.7195,"Communities of Santo Domingo de Guzmán, Cuisnahuat, Nahuizalco and Izalco in the department of Sonsonate",2983,0.1,1,1150,72,191,6.18,40342,2072,15.9,4,8.2,North America,Uto-Aztecan,2,1.5,North America
1913,Saisiyat,saisiyat,saisiyat,China,xsy,Severely endangered,"Amutoura, Bouiok",NA,200,24.5977,121.0762,Taiwan Province,4447,1.7,5.9,55664,859,44693,1368.81,849861,942470,34.3,NA,4.2,Papunesia,Austronesian,3,3.587837838,Asia
1914,Sauk-Fox,sauk-fox,fox,United States of America,sac,Critically endangered,"Meskwaki, Sac, Fox, Mesquaki",NA,200,41.9637,-92.5768,"Most remaining speakers belong to the Meskwaki tribe in Iowa, other communities are the Sac and Fox Tribe in Oklahoma and the Nemeha Sauks in Nebraska.",48516,2.7,17.3,60010,1152,11868,309.01,44183643,914742,71.7,5,16.3,NA,NA,2,2.40969163,Unspecified
1915,Sepa,sepa,sepa,Papua New Guinea,spe,Vulnerable,NA,NA,200,-4.3245,144.9755,"Around Bogia, on the coast, south of Manam Island, Madang Province",1949,0,NA,140,453,136,7.31,30425,45286,1.3,1.9,2.1,Papunesia,Austronesian,5,3.214285714,Oceania
1916,Shark Bay,shark Bay,lengua de la Bahía del Tiburón,Vanuatu,ssv,Vulnerable,Ngen,NA,200,-15.2987,167.1459,Litaro and Santo Islands,2967,NA,NA,97,121,6,0.24,2991,1219,8,5,3.4,NA,NA,5,3,Oceania
1917,Southern Chocho,chocho méridional,chochoteco meridional,Mexico,coz,Severely endangered,"ngigua, Chochotec, Chocholtec",NA,200,17.6608,-97.335,Municipalities of Santa María Nativitas and San Miguel Huautla in the state of Oaxaca,9271,0.5,3.9,23290,943,4055,114.09,969710,194395,31.1,5.2,6,NA,NA,3,3.846153846,North America
1918,Theen,theen,theen,Lao People's Democratic Republic,NA,Severely endangered,Tay Theen,NA,200,20.2022,102.8538,"Ban Then Ngiou, Ban Then Sa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eurasia,Austroasiatic,3,3.8125,Unspecified
1919,Töitschu,töitschu,töitschu,Italy,"gsw, swg, wae",Severely endangered,NA,NA,200,45.6913,7.8682,the village of Issime (Eischeme) in the upper Lys valley in the Aosta region; an outlying dialect of Alemannic not listed separately by the SIL; the Titsch dialect of Alemannic spoken in the villages of Gressoney-Saint-Jean and Gressoney-La-Trinité does not qualify as outlying,35972,1.2,6.6,43626,174,2849,59.33,5787893,29414,53.7,4.3,8.9,NA,NA,3,4,Europe
1920,|Xaise,|xaise,|xaise,Botswana,shg,Critically endangered,Language belonging to the Shua-Tshwa cluster.,NA,200,-21.2458,26.1776,Pointer at settlement.,6435,0.5,1.6,1973,18,49,1.99,94863,56673,6,9.6,6.2,Africa,Khoe-Kwadi,2,3.363636364,Africa
1921,Beaver,beaver,castor,Canada,bea,Definitely endangered,NA,NA,195,56.481,-121.8831,Spread over 5 communities in Canada,47361,1.8,15.5,16219,77,1812,34.15,6761226,896559,80.3,5.3,10.7,North America,Athabaskan-Eyak-Tlingit,4,3.322580645,North America
1922,Nootka,nootka,nutka,Canada,noo,Severely endangered,Nuuchahnulth,NA,185,49.2818,-126.0627,Spread over 16 communities in Canada,47361,1.8,15.5,16219,77,1812,34.15,6761226,896559,80.3,5.3,10.7,North America,Bookkeeping,3,3.322580645,North America
1923,Tipai (Mexico),tipai (Mexique),tipai (México),Mexico,dih,Severely endangered,"Tipai, Cochimi, Kumiai, Kumeyaay",NA,184,32,-116.1166,"Ensenada, BC
Playas del Rosarito, Tecate",9271,0.5,3.9,23290,943,4055,114.09,969710,194395,31.1,5.2,6,NA,NA,3,3.846153846,North America
1924,Uru-eu-au-au,uru-eu-wau-wau,uru-eu-uau-uau,Brazil,"urz, adw",Vulnerable,"Kawahíb, Amondawa, Jupaú",NA,183,-11.6852,-63.6547,NA,11286,1.2,1.9,5161,773,9284,195.71,592640,835814,40.7,5.6,7.9,NA,NA,5,3.747368421,South America
1925,Eastern Chocho,chocho oriental,Chocholteco del este,Mexico,coz,Severely endangered,"ngiba, Chochotec, Chocholtec",NA,181,17.7223,-97.3213,"Municipalities of San Juan Bautista Coixtlahuaca and Chicahua, state of Oaxaca",9271,0.5,3.9,23290,943,4055,114.09,969710,194395,31.1,5.2,6,NA,NA,3,3.846153846,North America
1926,Bahonsuai,bahonsuai,bahonsuái,Indonesia,bsu,Definitely endangered,NA,NA,180,-2.2186,121.6845,"Sulawesi, Indonesia",3122,0.1,1.6,7003,1142,8179,241.83,307487,181157,10.9,2.8,3,Papunesia,Austronesian,4,3.577181208,Asia
1927,Bedoanas,bedoanas,bedoanas,Indonesia,bed,Vulnerable,NA,NA,180,-2.7263,132.5582,Irian Jaya,3122,0.1,1.6,7003,1142,8179,241.83,307487,181157,10.9,2.8,3,Papunesia,Austronesian,5,3.577181208,Asia
1928,Jarawára,jarawára,yarawara,Brazil,jap,Vulnerable,NA,NA,180,-7.2153,-65.0115,NA,11286,1.2,1.9,5161,773,9284,195.71,592640,835814,40.7,5.6,7.9,NA,NA,5,3.747368421,South America
1929,Keder,keder,keder,Indonesia,kdy,Severely endangered,NA,NA,180,-2.043,139.0979,Irian Jaya,3122,0.1,1.6,7003,1142,8179,241.83,307487,181157,10.9,2.8,3,Papunesia,Tor-Orya,3,3.577181208,Asia
1930,Straits Salish,salish straits,straits salish,Canada,str,Severely endangered,NA,NA,180,48.4457,-123.4205,Spread over 7 communities in Canada,47361,1.8,15.5,16219,77,1812,34.15,6761226,896559,80.3,5.3,10.7,NA,Salishan,3,3.322580645,North America
1931,Straits Salish,salish straits,straits salish,United States of America,str,Severely endangered,NA,NA,180,48.4457,-123.4205,Spread over 7 communities in Canada,48516,2.7,17.3,60010,1152,11868,309.01,44183643,914742,71.7,5,16.3,NA,Salishan,3,2.40969163,Unspecified
1932,Zo'é,zo'é,poturú,Brazil,pto,Vulnerable,"Poturu, Jo’é",NA,177,0.7909,-57.1289,NA,11286,1.2,1.9,5161,773,9284,195.71,592640,835814,40.7,5.6,7.9,South America,Tupian,5,3.747368421,South America
1933,Central Ojibwe,ojibwe central,oyibua central,Canada,ojc,Definitely endangered,NA,NA,175,50.2275,-86.9635,Spread over 16 communities in Canada,47361,1.8,15.5,16219,77,1812,34.15,6761226,896559,80.3,5.3,10.7,NA,NA,4,3.322580645,North America
1934,Kuurinji,gurindji,gurinji,Australia,gue,Definitely endangered,"Gurindji,  Gurinji, Wurlayi.  Dialects: Malngin, Wanyjirra (Wandjirra).",NA,175,-18.1047,129.8474,NA,58654,2.4,17.4,5790,853,1301,22.15,5882980,768230,76,5.6,8.4,NA,NA,4,2.935185185,Oceania
1935,Mwatebu,mwatebu,mwatebu,Papua New Guinea,mwa,Definitely endangered,NA,NA,166,-10.0202,151.0537,"Northern central coast of Normanby Island, Milne Bay Province",1949,0,NA,140,453,136,7.31,30425,45286,1.3,1.9,2.1,Papunesia,Austronesian,4,3.214285714,Oceania
1936,Zazao,zazao,zazao,Solomon Islands,jaj,Critically endangered,Kilokaka,NA,166,-8.1832,159.2269,Santa Isabel,1363,NA,NA,21,220,14,0.53,2760,2799,5,9.9,10.3,Papunesia,Austronesian,2,2.944444444,Oceania
1937,"Zapotec of the Southern mountains, northwest lowlands","zapotèque des montagnes du sud, basses terres nord-occidentales","zapoteco de la sierra sur, llanura noroccidental",Mexico,NA,Definitely endangered,rizi,NA,164,16.6333,-96.95,"Locality of San Sebastián de las Grutas, state of Oaxaca",9271,0.5,3.9,23290,943,4055,114.09,969710,194395,31.1,5.2,6,NA,NA,4,3.846153846,North America
1938,Pije,pije,pije,New Caledonia (France),piz,Severely endangered,NA,NA,161,-20.7869,164.9487,Hienghène,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Papunesia,Austronesian,3,3.894736842,Unspecified
1939,Aweti,aweti,awetí,Brazil,awe,Vulnerable,"Awetí, Aueti, Auetö, Awiti, Awetö",NA,160,-12.2053,-53.3705,Terra Indígena do Xingu - Estado de Mato Grosso - Brasil,11286,1.2,1.9,5161,773,9284,195.71,592640,835814,40.7,5.6,7.9,NA,NA,5,3.747368421,South America
1940,Koro,koro,koro,Vanuatu,krf,Definitely endangered,NA,NA,160,-14.3242,167.4728,Gaua Island,2967,NA,NA,97,121,6,0.24,2991,1219,8,5,3.4,Eurasia,Sino-Tibetan,4,3,Oceania
1941,Meriam Mir,meriam mir,meriam,Australia,ulk,Definitely endangered,"Meriam, Meryam Mir, Miriam-Mir, Miriam, Mer, Mir, East Torres.  Dialects: Boigu, Bulgai, Buglial, Tagota",NA,160,-9.9201,144.0472,NA,58654,2.4,17.4,5790,853,1301,22.15,5882980,768230,76,5.6,8.4,NA,NA,4,2.935185185,Oceania
1942,Onjab,onjob,onjab,Papua New Guinea,onj,Vulnerable,Onjob,NA,160,-9.2973,149.1613,"Spoken in Naukwata and Koreat (Koreaf), 10 km inland from Wanigela on the east coast of Collingwood Bay, Oro Province",1949,0,NA,140,453,136,7.31,30425,45286,1.3,1.9,2.1,NA,NA,5,3.214285714,Oceania
1943,Tsimshian,tshimsian,chimesiano,Canada,tsi,Critically endangered,NA,NA,160,54.5016,-130.3832,Spread over 7 communities in Canada,47361,1.8,15.5,16219,77,1812,34.15,6761226,896559,80.3,5.3,10.7,NA,NA,2,3.322580645,North America
1944,Chihuahua Lower Pima,bas-pima du Chihuahua,pima bajo de Chihuahua,Mexico,pia,Definitely endangered,oob no'ok,NA,159,28.686,-106.1378,"Municipalities of Madera, Moris, Ocampo, Temósachi in the state of Chihuahua",9271,0.5,3.9,23290,943,4055,114.09,969710,194395,31.1,5.2,6,NA,NA,4,3.846153846,North America
1945,Sonora Lower Pima,bas-pima de Sonora,pima bajo de Sonora,Mexico,NA,Severely endangered,obnók,NA,159,28.3716,-108.9265,Many localities in the municipality of Yécora in the state of Sonora,9271,0.5,3.9,23290,943,4055,114.09,969710,194395,31.1,5.2,6,NA,NA,3,3.846153846,North America
1946,Kaska,kaska,kaska,Canada,kkz,Severely endangered,NA,NA,155,61.9751,-132.4544,Spread over 8 communities in Canada,47361,1.8,15.5,16219,77,1812,34.15,6761226,896559,80.3,5.3,10.7,North America,Athabaskan-Eyak-Tlingit,3,3.322580645,North America
1947,Aikana,aikaná,aikaná,Brazil,tba,Definitely endangered,"Aikaná, Masaká, Kasupá, Huarí, Corumbiara, Mondé, Tubarão",NA,150,-12.651,-60.3918,"The group lives in indigenous lands Tubarão/Latundê, Posto Indígena Rio Guaporé, indigenous lands Kwazá do São Pedro, southeastern Rondônia  - Brazil",11286,1.2,1.9,5161,773,9284,195.71,592640,835814,40.7,5.6,7.9,NA,NA,4,3.747368421,South America
1948,Aleut (Eastern),aleut (oriental),aleutiano (oriental),United States of America,ale,Critically endangered,"Unangany, Unangan, Unanghan",NA,150,54.7212,-164.4433,"Atka
Traditionally spoken in the Aleutian Islands, the Pribilof Islands, and the Alaska Peninsula west of Stepovak Bay. Atka is the location where the dialects of Eastern and Western Aleut are separated.
",48516,2.7,17.3,60010,1152,11868,309.01,44183643,914742,71.7,5,16.3,NA,NA,2,2.40969163,Unspecified
1949,Aleut (Western),aleut (occidental),aleutiano (occidental),United States of America,ale,Severely endangered,"Unangany, Unangan, Unanghan",NA,150,52.2304,-174.1978,"Atka
Traditionally spoken in the Aleutian Islands, the Pribilof Islands, and the Alaska Peninsula west of Stepovak Bay. Atka is the location where the dialects of Eastern and Western Aleut are separated.
",48516,2.7,17.3,60010,1152,11868,309.01,44183643,914742,71.7,5,16.3,NA,NA,3,2.40969163,Unspecified
1950,Amblong,amblong,amblong,Vanuatu,alm,Definitely endangered,NA,NA,150,-15.4933,166.9846,Santo,2967,NA,NA,97,121,6,0.24,2991,1219,8,5,3.4,Papunesia,Austronesian,4,3,Oceania
1951,Arguni,arguni,arguni,Indonesia,agf,Vulnerable,NA,NA,150,-2.6632,132.5418,Irian Jaya,3122,0.1,1.6,7003,1142,8179,241.83,307487,181157,10.9,2.8,3,Papunesia,Austronesian,5,3.577181208,Asia
1952,Assiniboine (United States of America),assiniboine (États-Unis d'Amérique),asinibóin (Estados Unidos),United States of America,asb,Critically endangered,Nakon. A divergent dialect of the Dakotan group of Sioux dialects.,NA,150,48.4466,-114.8783,"On Fort Belknap and Fort Peck reservations in Montana and on Whitebear, Carry the Kettle, and Mosquito-Grizzly Bear’s Head reserves in Saskatchewan.",48516,2.7,17.3,60010,1152,11868,309.01,44183643,914742,71.7,5,16.3,NA,NA,2,2.40969163,Unspecified
1953,Baki,baki,baki,Vanuatu,bki,Vulnerable,NA,NA,150,-16.7013,168.145,Epi Island,2967,NA,NA,97,121,6,0.24,2991,1219,8,5,3.4,Papunesia,Austronesian,5,3,Oceania
1954,Cacua,kakwa,cacua,Colombia,cbv,Severely endangered,"Kakwa, Macú de cubeo, Macú de guanano, Macú de desano, Bada",NA,150,0.9166,-69.5,"Zona entre los ríos Vaupés, Tiquié, Querari y Papurí, zona de Wacara. A 30 Kilómetros al oriente de Mitú, en la región del bajo Vaupés, Departamento del Vaupés, Colombia.",6337,0.2,1.3,1405,681,1398,45.22,130309,110950,36.5,4.8,7.1,NA,NA,3,3.492753623,South America
1955,Camarines Norte Agta,agta de Camarines-nord,agta de Camarines Norte,Philippines,abd,Severely endangered,NA,NA,150,14.0135,122.8873,NA,2124,0.1,0.8,3520,697,1462,93.97,208599,29817,25,2.5,4.3,Papunesia,Austronesian,3,2.8,Asia
1956,Cubeo (Brazil),cubeo (Brésil),cubeo (Brasil),Brazil,cub,Definitely endangered,"Cubeo, Cobewa, Kubéwa, Pamíwa",NA,150,1.2713,-67.8076,NA,11286,1.2,1.9,5161,773,9284,195.71,592640,835814,40.7,5.6,7.9,NA,NA,4,3.747368421,South America
1957,Gwich'in (United States of America),gwich’in (États-Unis d'Amérique),güichín (Estados Unidos),United States of America,gwi,Severely endangered,"Kutchin, Tukudh",NA,150,68.1171,-145.5173,"Arctic Village and Venetie, Alaska",48516,2.7,17.3,60010,1152,11868,309.01,44183643,914742,71.7,5,16.3,NA,NA,3,2.40969163,Unspecified
1958,Hiw,hiw,hiw,Vanuatu,hiw,Definitely endangered,Hiu,NA,150,-13.1343,166.5671,"Hiw Island, Torres Islands",2967,NA,NA,97,121,6,0.24,2991,1219,8,5,3.4,Papunesia,Austronesian,4,3,Oceania
1959,Katxuyana-Xikuyána,kaxuiâna-xikuyána,cachuana-warikyana,Brazil,kbb,Vulnerable,Kaxuyána-Xikuyána,NA,150,2.043,-55.4589,NA,11286,1.2,1.9,5161,773,9284,195.71,592640,835814,40.7,5.6,7.9,NA,NA,5,3.747368421,South America
1960,Ket,ket,keto,Russian Federation,ket,Severely endangered,"Northern Ket, Imbat Ket",NA,150,62.6236,87.7148,"the villages of Farkovo, Serkovo, Kellog, Kangatovo, Baklanikha, Vereshchagino, Surgutikha, Verkhneimbatsk, Bakhta, Goroshikha and Maduyka in Turukhansk County in the north of Krasnoyarsk Region and the village of Sulomay in Baykit County in the west of the former Evenki Autonomous District",10732,1.1,10.7,22281,126,3210,143.48,11194710,1637687,43,4.1,5,Eurasia,Yeniseian,3,3.135135135,Europe
1961,Koyukon,koyukon,koyuko,United States of America,koy,Critically endangered,Ten'a,NA,150,66.3375,-151.1608,along the Koyukon and Yukon Rivers of central Alaska,48516,2.7,17.3,60010,1152,11868,309.01,44183643,914742,71.7,5,16.3,North America,Athabaskan-Eyak-Tlingit,2,2.40969163,Unspecified
1962,Malmariv,malmariv,malmariv,Vanuatu,mnl,Vulnerable,Tiale,NA,150,-15.2656,166.9104,Northern central Santo Island,2967,NA,NA,97,121,6,0.24,2991,1219,8,5,3.4,NA,NA,5,3,Oceania
1963,Mt. Iraya Agta,agta du Mont Iraya,agta del Monte Iraya,Philippines,atl,Definitely endangered,"Rugnot, Itbeg Rugnot",NA,150,13.459,123.5467,NA,2124,0.1,0.8,3520,697,1462,93.97,208599,29817,25,2.5,4.3,Papunesia,Austronesian,4,2.8,Asia
1964,Ocaina (Peru),ocaina (Pérou),ocaina (Perú),Peru,oca,Critically endangered,NA,NA,150,-2.8552,-71.9824,"Depto. de  Loreto, prov. de Mariscal Castilla, cuenca  de l río Yahuasyaco, aldeas de Nueva Esperanza y Puerto Isango; algunos pocos en el río Putumayo.",5082,0.2,1.4,2299,551,896,29.03,104706,128000,34.8,2.9,4.7,NA,NA,2,3.209677419,South America
